license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,application_status,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC281931,"E and J Supply, LLC",Belchertown,MA,1007,42.259495,-72.371467,401 Mill Valley Road,,Belchertown,MA,1007,POINT (-72.62073 42.322256),POINT (-72.371466 42.2594950),150 Lawndale Street,,Chicopee,MA,1013,83-1025967,MCN281931,Mon Oct 21 2019 18:35:56 GMT-0400 (Eastern Daylight Time),Mon Jun 22 2020 16:18:37 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Sep 14 2020 10:34:09 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,Fri Jan 18 2019 10:14:26 GMT-0500 (Eastern Standard Time),Fri Jun 26 2020 13:34:27 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:59:14 GMT-0400 (Eastern Daylight Time),Mon Sep 14 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,401 Mill Valley Rd,N/A,Hampshire County,400,2500,1007,Belchertown,Hampshire,42.322256,-72.62073,Western MA,6
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,7/13/22,APPROVED,COMPLETE,MR283100,"Evergreen Strategies, LLC.",Belchertown,MA,1007,42.291046,-72.409919,52 Whispering Way,,Stow,MA,1775,POINT (-72.62073 42.322256),POINT (-72.409919 42.2910460),52 Whispering Way,,Stow,MA,1775,82-5252215,MRN283100,Tue Apr 14 2020 17:14:19 GMT-0400 (Eastern Daylight Time),Mon May 04 2020 21:11:09 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:20:17 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 04 2019 20:14:34 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 08:44:51 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:06:10 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 18 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,20 George Hannum St,Suite B,Hampshire County,1500,10000,1007,Belchertown,Hampshire,42.322256,-72.62073,Western MA,6
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MR282687,Kalyx LLC,Belchertown,MA,1007,42.287789,-72.407494,125 North Main Street,,Belchertown,MA,1007,POINT (-72.62073 42.322256),POINT (-72.407494 42.2877889),281 State St,,Springfield,MA,1103,83-4516431,MRN282687,Thu Aug 15 2019 11:07:12 GMT-0400 (Eastern Daylight Time),Wed Nov 24 2021 16:16:13 GMT-0500 (Eastern Standard Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Mon May 06 2019 15:56:28 GMT-0400 (Eastern Daylight Time),Fri Dec 03 2021 11:22:57 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:47:35 GMT-0400 (Eastern Daylight Time),,,,2/21/23,125 N Main St,N/A,Hampshire County,300,,1007,Belchertown,Hampshire,42.322256,-72.62073,Western MA,6
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283501,Pudding Hill Farm LLC,Blandford,MA,1008,42.156408,-72.947948,1 Julius Hall Road,,Blandford,MA,1008,POINT (-72.571312 42.12756),POINT (-72.947947 42.1564079),1 Julius Hall Road,,Blandford,MA,1008,85-3165422,MCN283501,Sun Jul 11 2021 12:11:24 GMT-0400 (Eastern Daylight Time),Sat Oct 30 2021 13:25:29 GMT-0400 (Eastern Daylight Time),Thu Aug 05 2021 14:01:07 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 17:27:14 GMT-0500 (Eastern Standard Time),,no,,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,Thu Apr 29 2021 16:27:34 GMT-0400 (Eastern Daylight Time),Fri Nov 05 2021 10:35:27 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:44:57 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1 Julius Hall Rd,Parcel A,Hampden County,200,1250,1008,Blandford,Hampden,42.12756,-72.571312,Western MA,7
Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283095,Belle Fleur Holdings LLC,Blandford,MA,1008,42.178331,-72.944739,138 Otis Stage Road,,Blandford,MA,1008,POINT (-72.571312 42.12756),POINT (-72.944738 42.178331),"51 Lincoln Street, Apt. 2",,Hyde Park,MA,2136,84-2084638,MCN283095,Fri Oct 02 2020 17:19:20 GMT-0400 (Eastern Daylight Time),Fri Oct 09 2020 13:58:26 GMT-0400 (Eastern Daylight Time),Tue Oct 06 2020 09:12:37 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Minority-Owned Business,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,Wed Sep 30 2020 12:35:07 GMT-0400 (Eastern Daylight Time),Thu Oct 22 2020 10:14:56 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:22:56 GMT-0500 (Eastern Standard Time),Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,138 Otis Stage Rd,N/A,Hampden County,2000,50000,1008,Blandford,Hampden,42.12756,-72.571312,Western MA,7
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283350,Trifecta Farms Corp,Brimfield,MA,1010,42.093796,-72.180937,142 New Holland Road,,Brimfield,MA,1010,POINT (-72.571312 42.12756),POINT (-72.180937 42.0937959),58 Agard Road,,Brimfield,MA,1010,85-3990569,MCN283350,Fri Feb 12 2021 14:57:29 GMT-0500 (Eastern Standard Time),Thu Apr 08 2021 06:43:26 GMT-0400 (Eastern Daylight Time),Tue Feb 23 2021 16:24:51 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,Tue Feb 09 2021 07:57:08 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:51:59 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:45:44 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,142 New Holland Rd,N/A,Hampden County,400,2500,1010,Brimfield,Hampden,42.12756,-72.571312,Central MA,9
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/22/22,APPROVED,COMPLETE,MR283559,"Webber Road Ops, LLC",Brimfield,MA,1010,42.114206,-72.158585,275 Sturbridge Road,,Brimfield,MA,1010,POINT (-72.571312 42.12756),POINT (-72.158585 42.1142060),199 Anna Farm Road East,,North Stonington,CT,6359,84-5078515,MRN283559,Fri Jul 17 2020 15:39:51 GMT-0400 (Eastern Daylight Time),Fri Aug 14 2020 12:15:22 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 14:06:00 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 16:18:37 GMT-0400 (Eastern Daylight Time),Thu Aug 20 2020 14:17:43 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:50:48 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Nov 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,275 Sturbridge Rd,N/A,Hampden County,1500,10000,1010,Brimfield,Hampden,42.12756,-72.571312,Central MA,9
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP282030,Trifecta Farms Corp,Brimfield,MA,1010,42.093796,-72.180937,142 New Holland Road,,Brimfield,MA,1010,POINT (-72.571312 42.12756),POINT (-72.180937 42.0937959),58 Agard Road,,Brimfield,MA,1010,85-3990569,MPN282030,Fri Feb 12 2021 15:01:09 GMT-0500 (Eastern Standard Time),Thu Apr 08 2021 06:45:59 GMT-0400 (Eastern Daylight Time),Tue Feb 23 2021 16:24:32 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Thu Feb 11 2021 13:44:23 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:52:25 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:46:09 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,142 New Holland Rd,N/A,Hampden County,1500,10000,1010,Brimfield,Hampden,42.12756,-72.571312,Central MA,9
Marijuana Cultivator,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC282733,Spencer House LLC,Chester,MA,1011,42.276251,-72.972564,215 Johnson Hill Road,,Washington,MA,1223,POINT (-72.571312 42.12756),POINT (-72.972564 42.2762510),215 Johnson Hill Road,,Washington,MA,1223,35-2570314,MCN282733,Sun Apr 26 2020 07:51:51 GMT-0400 (Eastern Daylight Time),Fri May 29 2020 10:28:26 GMT-0400 (Eastern Daylight Time),Thu May 28 2020 08:34:37 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Woman-Owned Business,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,Thu Apr 09 2020 14:37:29 GMT-0400 (Eastern Daylight Time),Thu Jun 11 2020 14:39:34 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:50:17 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 08 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,1 Bay State Dr,18 Bay State Drive,Hampden County,200,1250,1011,Chester,Hampden,42.12756,-72.571312,Western MA,10
Marijuana Product Manufacturer,Expedited Review - DBE Status,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MP281886,Spencer House LLC,Chester,MA,1011,42.276251,-72.972564,1 Bay State Dr,18 Bay State Dr,Chester,MA,1011,POINT (-72.571312 42.12756),POINT (-72.972564 42.2762510),215 Johnson Hill Rd,,Washington,MA,1223,35-2570314,MPN281886,Tue Jun 23 2020 19:24:10 GMT-0400 (Eastern Daylight Time),Tue Aug 11 2020 12:48:04 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:00:33 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,Thu May 07 2020 13:45:38 GMT-0400 (Eastern Daylight Time),Thu Aug 13 2020 12:12:17 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:24:58 GMT-0500 (Eastern Standard Time),,,,2/21/23,1 Bay State Dr,18 Bay State Dr,Hampden County,1500,3125,1011,Chester,Hampden,42.12756,-72.571312,Western MA,10
Independent Testing Laboratory,Expedited Review - License Type,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,IL281345,Canna Testing LLC,Chester,MA,1011,42.277493,-72.98006,241 Rt. 20,,Chester,MA,1011,POINT (-72.571312 42.12756),POINT (-72.980059 42.277493),785 Main Street,,Great Barrington,MA,1230,86-3082747,ILN281345,Tue May 11 2021 14:46:13 GMT-0400 (Eastern Daylight Time),Wed Sep 15 2021 13:01:58 GMT-0400 (Eastern Daylight Time),Mon May 17 2021 13:03:28 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Thu Jun 25 2020 20:26:41 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 14:46:31 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:36:07 GMT-0500 (Eastern Standard Time),,,,2/21/23,241 State Rte 20,N/A,Hampden County,1500,,1011,Chester,Hampden,42.12756,-72.571312,Western MA,10
Marijuana Microbusiness,Expedited Review - License Type,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MB281450,"Keystone Bluff, LLC",Chester,MA,1011,42.277493,-72.98006,241 Highway 20,,Chester,MA,1011,POINT (-72.571312 42.12756),POINT (-72.980059 42.277493),PO Box 1,,Chester,MA,1011,82-5255061,MBN281450,Sat Nov 10 2018 10:56:06 GMT-0500 (Eastern Standard Time),Thu Dec 26 2019 13:07:06 GMT-0500 (Eastern Standard Time),Thu Mar 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Veteran-Owned Business",,,,,,,,,,,,,,,Fri Jul 20 2018 09:44:52 GMT-0400 (Eastern Daylight Time),Fri Jan 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:20:11 GMT-0500 (Eastern Standard Time),,,,2/21/23,241 State Rte 20,N/A,Hampden County,300,,1011,Chester,Hampden,42.12756,-72.571312,Western MA,10
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR284245,Dr.Greenthumb Greenfield LLC,Greenfield,MA,1013,42.58819,-72.602445,220-228 Main Street,,Greenfield,MA,1301,POINT (-72.571312 42.12756),POINT (-72.602445 42.5881899),19 Oak lane,,Douglaston,NY,11363,87-1767941,MRN284245,Thu Aug 12 2021 12:11:48 GMT-0400 (Eastern Daylight Time),Thu Dec 16 2021 11:54:53 GMT-0500 (Eastern Standard Time),Tue Nov 23 2021 10:57:21 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 11:41:57 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,,Minority-Owned Business,,,,,,,,,,,,,,,Sun May 16 2021 15:22:54 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 11:52:23 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:13 GMT-0500 (Eastern Standard Time),Tue Mar 22 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,228 Main St,N/A,Franklin County,1500,10000,1013,Chicopee,Hampden,42.12756,-72.571312,Western MA,12
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR281275,"Alchemy League, Inc",Holyoke,MA,1013,42.196637,-72.602168,12 Marcella St,,Boston,MA,2119,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),12 Marcella St,,Roxbury,MA,2119,82-4415549,MRN281275,Tue May 01 2018 05:14:12 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2019 14:32:17 GMT-0400 (Eastern Daylight Time),Thu May 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 09 2021 12:12:05 GMT-0400 (Eastern Daylight Time),TRUE,,,,APPROVED,EE201940,EEA201934,,,,"Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business | Woman-Owned Business",,,,,,,,,,,,,,,Thu Apr 19 2018 08:13:50 GMT-0400 (Eastern Daylight Time),Mon Oct 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 15:30:30 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jun 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,1 Cabot St,N/A,Hampden County,300,5000,1013,Chicopee,Hampden,42.12756,-72.571312,Western MA,12
Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,9/27/22,APPROVED,COMPLETE,MR281301,"JimBuddys Rec Shop, Inc.",Chicopee,MA,1020,42.19238,-72.575482,1269 Memorial Drive,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.575481 42.19238),1269 Memorial Drive,,Chicopee,MA,1020,83-0904086,MRN281301,Wed Apr 24 2019 10:41:14 GMT-0400 (Eastern Daylight Time),Wed Jun 09 2021 12:07:58 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,yes,SE303995,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Apr 22 2018 19:28:21 GMT-0400 (Eastern Daylight Time),Wed Jun 23 2021 09:41:36 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:36:02 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,1269 Memorial Dr,N/A,Hampden County,300,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Product Manufacturer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MP281847,Revolution Greencare LLC,Chicopee,MA,1020,42.193895,-72.597802,30 Buckley Blvd,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,1020,12-1234567,MPN281847,Mon Oct 25 2021 10:34:59 GMT-0400 (Eastern Daylight Time),Wed Dec 08 2021 16:45:51 GMT-0500 (Eastern Standard Time),Wed Oct 27 2021 14:15:11 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Wed Feb 26 2020 08:56:29 GMT-0500 (Eastern Standard Time),Fri Dec 10 2021 13:47:10 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:24:06 GMT-0500 (Eastern Standard Time),,,,2/21/23,30 Buckley Blvd,N/A,Hampden County,1500,,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/1/19,APPROVED,COMPLETE,MR281371,"Mass Alternative Care, Inc.",Chicopee,MA,1020,42.158155,-72.542677,1247 East Main Street,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.542676 42.1581550),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MRN281371,Mon Oct 15 2018 22:57:55 GMT-0400 (Eastern Daylight Time),Wed Nov 07 2018 17:16:44 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 11:07:12 GMT-0500 (Eastern Standard Time),TRUE,,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,,,,,,,,,,,,,,Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 02 2018 13:09:57 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 10 2019 13:52:13 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1247 E Main St,N/A,Hampden County,300,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/1/19,APPROVED,COMPLETE,MC281685,"Mass Alternative Care, Inc.",Chicopee,MA,1020,42.158155,-72.542677,1247 East Main Street,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.542676 42.1581550),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MCN281685,Mon Oct 15 2018 22:52:31 GMT-0400 (Eastern Daylight Time),Wed Nov 07 2018 17:08:08 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 11:03:15 GMT-0500 (Eastern Standard Time),TRUE,,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 14:19:19 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 10 2019 13:50:19 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1247 E Main St,N/A,Hampden County,600,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MR283227,"Revolution Greencare, LLC",Chicopee,MA,1020,42.193895,-72.597802,30 Buckley Blvd,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,1020,12-1234567,MRN283227,Mon Oct 25 2021 10:44:20 GMT-0400 (Eastern Daylight Time),Tue Nov 16 2021 09:56:47 GMT-0500 (Eastern Standard Time),Wed Oct 27 2021 14:15:31 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Fri Jan 10 2020 15:40:43 GMT-0500 (Eastern Standard Time),Fri Dec 03 2021 11:31:21 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:24:38 GMT-0500 (Eastern Standard Time),,,,2/21/23,30 Buckley Blvd,N/A,Hampden County,1500,,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,2/25/20,APPROVED,COMPLETE,MR281835,Theory Wellness Inc,Chicopee,MA,1020,42.160706,-72.553467,672 Fuller Road,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.553466 42.1607059),38 Montvale Ave,#210,Stoneham,MA,2180,47-5615911,MRN281835,Mon Feb 18 2019 13:07:31 GMT-0500 (Eastern Standard Time),Sun Mar 03 2019 21:22:37 GMT-0500 (Eastern Standard Time),Fri Mar 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 03 2019 09:09:09 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201916,RPA201916,Not a DBE,,,,,,,,,,,,,,Thu Jan 16 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 23 2018 17:23:34 GMT-0400 (Eastern Daylight Time),Thu Mar 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:04:31 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,672 Fuller Rd,N/A,Hampden County,300,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
Marijuana Product Manufacturer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/1/19,APPROVED,COMPLETE,MP281468,"Mass Alternative Care, Inc.",Chicopee,MA,1020,42.158155,-72.542677,1247 East Main Street,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.542676 42.1581550),1247 East Main Street,,Chicopee,MA,1020,46-2915012,MPN281468,Mon Oct 15 2018 22:55:15 GMT-0400 (Eastern Daylight Time),Wed Nov 07 2018 17:12:37 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 11:05:43 GMT-0500 (Eastern Standard Time),TRUE,,,,,,,APPROVED,RP201836,RPA201836,Not a DBE,,,,,,,,,,,,,,Thu Apr 04 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 23 2018 14:22:56 GMT-0400 (Eastern Daylight Time),Fri Nov 23 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 10 2019 13:51:14 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 29 2024 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,1247 E Main St,N/A,Hampden County,300,5000,1020,Chicopee,Hampden,42.12756,-72.571312,Western MA,14
